income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
81.0,245000.0,360.0,32,3,1,2,50%-60%,89.493,275000.0,1,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Joint,1
112.0,65000.0,180.0,4,1,2,2,38,67.107,445000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
72.0,345000.0,360.0,1,2,1,2,43,83.95,405000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
86.0,365000.0,360.0,31,1,1,2,46,84.174,435000.0,1,1,1,2,2,2,45-54,White,Hispanic or Latino,Female,0
71.0,45000.0,300.0,1,1,1,2,30%-<36%,89.98,55000.0,1,2,1,2,2,2,45-54,White,Not Hispanic or Latino,Female,1
269.0,635000.0,360.0,1,1,1,2,30%-<36%,90.0,705000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
74.0,255000.0,360.0,32,2,1,2,30%-<36%,74.128,345000.0,1,2,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
11.0,5000.0,360.0,4,1,1,2,<20%,3.125,165000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,0
41.0,95000.0,300.0,1,1,1,2,30%-<36%,,95000.0,1,2,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Male,1
119.0,335000.0,360.0,1,2,1,2,50%-60%,91.582,375000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
121.0,195000.0,360.0,32,2,1,2,20%-<30%,78.958,245000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Joint,1
76.0,255000.0,360.0,1,1,1,2,30%-<36%,80.0,315000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
69.0,375000.0,360.0,1,3,1,2,50%-60%,100.0,375000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,1
76.0,355000.0,360.0,31,1,1,2,40,57.259,615000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
,665000.0,360.0,31,3,1,2,,88.507,755000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
169.0,265000.0,360.0,1,2,1,2,20%-<30%,80.0,325000.0,1,1,1,2,2,2,45-54,Asian,Not Hispanic or Latino,Male,0
54.0,115000.0,360.0,32,2,1,2,50%-60%,80.0,145000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
51.0,155000.0,360.0,1,2,1,2,30%-<36%,101.945,215000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,1
85.0,325000.0,360.0,1,1,1,2,48,97.0,345000.0,1,1,1,2,2,2,25-34,American Indian or Alaska Native,Hispanic or Latino,Female,1
79.0,265000.0,360.0,1,2,1,2,37,96.5,265000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
81.0,145000.0,360.0,1,1,1,2,20%-<30%,97.0,155000.0,1,1,1,1,2,2,35-44,Race Not Available,Not Hispanic or Latino,Joint,0
110.0,395000.0,360.0,1,1,1,2,37,80.0,495000.0,1,1,1,2,2,2,45-54,Asian,Not Hispanic or Latino,Male,1
232.0,125000.0,240.0,1,1,2,2,20%-<30%,76.62,465000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
64.0,185000.0,360.0,1,3,1,2,30%-<36%,,185000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,0
175.0,45000.0,60.0,2,1,2,2,20%-<30%,58.311,725000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
481.0,805000.0,360.0,1,1,1,2,42,75.0,1075000.0,2,1,1,1,1,2,45-54,Black or African American,Ethnicity Not Available,Male,1
57.0,75000.0,360.0,1,2,1,2,30%-<36%,90.0,85000.0,1,1,1,1,2,2,35-44,Race Not Available,Not Hispanic or Latino,Female,1
82.0,255000.0,360.0,1,2,1,1,30%-<36%,100.0,255000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
124.0,385000.0,360.0,1,2,1,2,40,90.952,425000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
60.0,145000.0,360.0,1,1,1,2,30%-<36%,80.0,185000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
47.0,175000.0,360.0,1,2,1,2,39,96.1,175000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
75.0,345000.0,360.0,1,2,1,2,48,96.5,355000.0,1,1,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Female,1
105.0,215000.0,360.0,1,1,1,2,49,95.0,235000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
257.0,605000.0,360.0,1,3,1,2,38,71.494,845000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
100.0,455000.0,360.0,1,2,1,2,45,101.24,465000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
80.0,155000.0,120.0,2,1,1,2,44,55.285,275000.0,1,1,1,1,2,2,55-64,Joint,Hispanic or Latino,Female,1
127.0,285000.0,360.0,32,3,1,2,20%-<30%,64.815,435000.0,1,1,1,2,2,2,>74,White,Not Hispanic or Latino,Joint,1
140.0,165000.0,180.0,4,1,1,2,30%-<36%,35.106,475000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
312.0,435000.0,360.0,1,1,1,2,30%-<36%,90.0,485000.0,1,1,1,2,2,2,35-44,Black or African American,Ethnicity Not Available,Joint,1
97.0,395000.0,360.0,1,1,1,2,44,69.234,575000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
196.0,495000.0,360.0,1,1,1,2,20%-<30%,79.839,625000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
85.0,265000.0,360.0,1,1,1,2,48,95.0,275000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
390.0,1065000.0,360.0,1,1,1,2,44,88.53,1205000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
192.0,565000.0,360.0,1,1,1,2,20%-<30%,95.0,585000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
194.0,435000.0,359.0,1,1,1,2,20%-<30%,67.19,655000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
340.0,615000.0,360.0,1,3,1,2,20%-<30%,70.0,875000.0,1,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Male,1
68.0,125000.0,360.0,1,1,1,2,30%-<36%,28.91,425000.0,1,1,1,1,2,2,65-74,White,Hispanic or Latino,Joint,1
106.0,425000.0,360.0,1,2,1,2,50%-60%,96.5,425000.0,1,1,1,1,2,2,45-54,Race Not Available,Hispanic or Latino,Joint,1
61.0,315000.0,360.0,31,1,1,2,47,78.165,405000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Female,1
80.0,445000.0,180.0,1,1,1,2,46,100.0,445000.0,1,1,1,1,2,1,25-34,White,Not Hispanic or Latino,Male,1
47.0,225000.0,360.0,1,1,1,2,48,100.208,245000.0,1,1,1,1,2,2,25-34,Black or African American,Hispanic or Latino,Female,1
92.0,445000.0,360.0,1,2,1,2,46,95.0,455000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Female,1
90.0,145000.0,360.0,1,2,1,2,47,96.5,145000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
86.0,75000.0,180.0,31,1,1,2,<20%,37.619,215000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
315.0,445000.0,360.0,1,1,1,2,20%-<30%,90.0,495000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
147.0,335000.0,360.0,1,1,1,2,20%-<30%,80.0,425000.0,1,1,1,2,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
45.0,255000.0,360.0,1,2,1,2,47,96.662,255000.0,1,1,2,1,2,2,<25,Black or African American,Not Hispanic or Latino,Female,0
233.0,155000.0,360.0,1,1,1,2,<20%,47.69,325000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
86.0,85000.0,360.0,32,1,1,2,41,75.0,115000.0,3,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
83.0,105000.0,360.0,1,1,1,2,36,97.0,105000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
48.0,65000.0,226.0,1,1,1,2,30%-<36%,,65000.0,1,2,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
85.0,225000.0,360.0,1,1,1,2,41,90.0,255000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
60.0,75000.0,360.0,4,2,1,2,40,34.091,225000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
97.0,55000.0,240.0,32,1,2,2,30%-<36%,83.0,475000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
124.0,295000.0,360.0,1,3,1,2,30%-<36%,100.0,295000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Joint,1
141.0,405000.0,360.0,1,2,1,2,50%-60%,96.5,405000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
60.0,225000.0,360.0,4,1,1,2,42,76.271,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
70.0,125000.0,,4,1,1,2,49,23.077,525000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
160.0,35000.0,,4,1,2,2,>60%,82.199,655000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Female,0
77.0,225000.0,360.0,1,1,1,2,30%-<36%,52.72,425000.0,1,1,1,1,2,2,>74,Race Not Available,Ethnicity Not Available,Sex Not Available,1
329.0,705000.0,372.0,1,1,1,2,43,58.658,1205000.0,2,1,1,1,1,2,55-64,White,Joint,Joint,1
97.0,435000.0,360.0,1,3,1,2,50%-60%,100.0,435000.0,1,1,1,1,2,2,45-54,Joint,Joint,Joint,1
92.0,165000.0,360.0,1,1,1,2,38,97.0,175000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
134.0,275000.0,360.0,1,1,1,2,46,75.0,365000.0,2,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Female,1
81.0,175000.0,360.0,1,1,1,2,43,90.0,195000.0,1,1,1,2,2,2,<25,White,Hispanic or Latino,Male,1
75.0,255000.0,360.0,1,1,1,2,48,95.0,265000.0,1,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Male,1
54.0,165000.0,360.0,32,1,1,2,49,41.026,395000.0,1,1,1,2,2,2,65-74,White,Not Hispanic or Latino,Female,1
93.0,145000.0,366.0,1,1,1,2,>60%,97.333,155000.0,1,2,1,1,1,2,45-54,Black or African American,Not Hispanic or Latino,Joint,0
243.0,685000.0,360.0,1,1,1,2,47,95.0,725000.0,1,1,1,2,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
40.0,135000.0,360.0,1,2,1,2,30%-<36%,91.379,145000.0,1,2,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
73.0,165000.0,300.0,1,1,1,2,>60%,,165000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Joint,0
36.0,35000.0,60.0,2,1,1,2,40,24.0,125000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Joint,0
110.0,555000.0,360.0,32,3,1,2,30%-<36%,100.0,555000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Male,0
239.0,905000.0,360.0,1,1,1,2,45,95.0,955000.0,1,1,1,2,2,2,25-34,White,Hispanic or Latino,Male,1
40.0,165000.0,300.0,1,1,1,2,50%-60%,,175000.0,1,2,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Male,0
80.0,295000.0,360.0,1,1,1,2,43,80.0,365000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
56.0,445000.0,360.0,1,2,1,2,>60%,96.5,455000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Joint,0
145.0,255000.0,360.0,1,1,1,2,38,49.9,525000.0,1,1,1,2,2,2,45-54,Race Not Available,Hispanic or Latino,Male,1
153.0,325000.0,360.0,1,3,1,2,46,,325000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
120.0,115000.0,360.0,2,1,1,2,41,46.0,255000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
55.0,125000.0,360.0,1,1,1,2,47,75.0,175000.0,3,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
476.0,865000.0,360.0,1,1,1,2,30%-<36%,80.0,1085000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
121.0,385000.0,360.0,1,2,1,2,30%-<36%,,415000.0,1,1,1,1,2,2,35-44,Asian,Hispanic or Latino,Male,1
123.0,205000.0,360.0,1,1,1,2,43,75.0,265000.0,3,1,1,1,2,2,45-54,Race Not Available,Not Hispanic or Latino,Joint,1
77.0,265000.0,360.0,1,1,1,2,47,80.0,325000.0,1,1,1,1,2,2,65-74,White,Hispanic or Latino,Joint,1
100.0,505000.0,360.0,1,1,1,2,49,80.0,635000.0,1,1,1,1,2,2,65-74,White,Hispanic or Latino,Female,1
68.0,185000.0,360.0,1,2,1,2,43,100.0,195000.0,1,2,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Male,0
107.0,265000.0,360.0,1,1,1,2,20%-<30%,80.0,335000.0,1,1,1,2,2,2,25-34,Joint,Not Hispanic or Latino,Joint,1
77.0,95000.0,240.0,2,1,2,2,>60%,75.516,325000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Female,0
132.0,455000.0,360.0,1,2,1,2,50%-60%,94.4,475000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,0
87.0,165000.0,360.0,1,1,1,2,36,79.71,,3,1,1,1,2,2,25-34,White,Ethnicity Not Available,Male,0
273.0,235000.0,360.0,1,1,1,2,20%-<30%,75.0,315000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
174.0,55000.0,360.0,32,1,2,2,40,80.0,745000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,0
46.0,215000.0,360.0,1,1,1,2,43,95.0,225000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
126.0,65000.0,360.0,4,1,2,2,50%-60%,65.733,955000.0,1,1,1,1,2,2,35-44,2 or more minority races,Not Hispanic or Latino,Male,0
208.0,725000.0,360.0,1,1,1,2,44,54.792,1325000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Joint,1
977.0,615000.0,360.0,1,1,1,2,<20%,70.0,885000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,1
51.0,145000.0,360.0,1,1,1,2,42,102.201,165000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
240.0,615000.0,180.0,1,1,1,2,42,75.0,825000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
62.0,275000.0,360.0,1,2,1,2,48,100.428,285000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
83.0,195000.0,360.0,1,1,1,1,20%-<30%,81.99,235000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
61.0,35000.0,360.0,1,1,1,2,20%-<30%,90.0,45000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
73.0,95000.0,300.0,1,1,1,2,20%-<30%,,95000.0,1,2,1,1,2,2,<25,Race Not Available,Not Hispanic or Latino,Joint,0
136.0,205000.0,186.0,2,1,2,2,>60%,38.51,1095000.0,1,1,1,1,1,2,45-54,White,Not Hispanic or Latino,Joint,0
110.0,85000.0,180.0,32,1,1,2,20%-<30%,21.25,405000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,1
40.0,65000.0,300.0,1,1,1,2,50%-60%,,75000.0,1,2,1,1,2,2,<25,Black or African American,Not Hispanic or Latino,Female,0
157.0,235000.0,360.0,1,1,1,2,20%-<30%,100.0,295000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
65.0,355000.0,360.0,1,2,1,2,50%-60%,96.5,355000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
65.0,285000.0,360.0,1,3,1,2,46,100.0,285000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,1
137.0,415000.0,360.0,1,1,1,2,45,70.0,595000.0,3,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
3283.0,3495000.0,360.0,1,1,1,2,20%-<30%,70.0,4995000.0,2,1,1,1,1,2,55-64,White,Not Hispanic or Latino,Male,1
188.0,285000.0,84.0,1,1,1,2,30%-<36%,40.141,705000.0,1,1,1,1,2,1,35-44,White,Not Hispanic or Latino,Female,1
125.0,415000.0,360.0,1,1,1,1,44,90.0,465000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
71.0,15000.0,360.0,1,1,2,2,49,94.212,365000.0,1,1,1,1,2,1,35-44,White,Not Hispanic or Latino,Male,1
52.0,155000.0,300.0,1,1,1,2,39,,155000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
1119.0,815000.0,360.0,1,1,1,2,<20%,70.0,1165000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
93.0,165000.0,360.0,1,3,1,2,20%-<30%,,375000.0,1,1,1,1,2,2,35-44,White,Ethnicity Not Available,Male,1
30.0,15000.0,72.0,4,1,2,2,<20%,60.749,115000.0,1,2,1,1,2,2,55-64,Black or African American,Ethnicity Not Available,Male,0
85.0,305000.0,360.0,1,2,1,2,44,98.189,315000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
54.0,305000.0,360.0,1,1,1,2,48,72.859,415000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Female,1
58.0,15000.0,360.0,1,1,2,2,30%-<36%,100.0,205000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
89.0,75000.0,360.0,4,1,1,2,30%-<36%,51.095,135000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,0
505.0,1205000.0,360.0,1,1,1,2,20%-<30%,100.0,1205000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
128.0,125000.0,300.0,1,1,1,2,46,,185000.0,3,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
48.0,75000.0,240.0,2,1,1,2,<20%,56.452,125000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Female,0
81.0,255000.0,360.0,1,2,1,2,50%-60%,96.5,255000.0,1,1,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
336.0,215000.0,366.0,1,1,1,2,<20%,,225000.0,1,2,1,1,1,2,25-34,White,Not Hispanic or Latino,Female,1
319.0,675000.0,360.0,1,1,1,2,30%-<36%,80.0,845000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
175.0,545000.0,360.0,1,1,1,2,20%-<30%,91.525,595000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
850.0,675000.0,300.0,1,1,1,2,20%-<30%,80.0,845000.0,2,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
87.0,195000.0,360.0,1,1,1,2,48,95.0,205000.0,1,1,1,2,2,2,25-34,Black or African American,Joint,Male,1
128.0,315000.0,360.0,1,1,1,2,42,85.0,365000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
120.0,325000.0,360.0,1,2,1,2,36,96.5,335000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
108.0,475000.0,360.0,1,1,1,2,42,89.913,525000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
116.0,325000.0,360.0,1,1,1,2,30%-<36%,97.0,335000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
58.0,165000.0,360.0,1,1,1,2,36,97.0,165000.0,1,1,1,2,2,2,<25,White,Not Hispanic or Latino,Female,1
85.0,25000.0,120.0,32,1,1,2,42,45.47,405000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
111.0,125000.0,360.0,4,1,2,2,37,87.992,325000.0,1,1,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,0
104.0,15000.0,180.0,1,1,2,2,30%-<36%,99.286,355000.0,1,1,4,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
52.0,155000.0,360.0,1,1,1,1,48,97.0,155000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
118.0,415000.0,360.0,1,3,1,2,50%-60%,96.627,415000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,1
48.0,165000.0,363.0,1,2,1,2,46,96.5,175000.0,1,2,1,1,1,2,35-44,White,Not Hispanic or Latino,Female,1
114.0,325000.0,360.0,1,3,1,2,50%-60%,100.0,325000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
85.0,125000.0,240.0,1,1,1,2,48,62.662,195000.0,1,2,1,2,2,2,65-74,White,Not Hispanic or Latino,Joint,1
117.0,75000.0,180.0,4,1,2,2,44,68.241,405000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
85.0,345000.0,360.0,1,1,1,2,41,73.656,465000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
63.0,185000.0,360.0,1,3,1,2,50%-60%,,185000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Joint,0
95.0,445000.0,360.0,1,1,1,2,46,75.0,585000.0,1,1,1,1,2,2,35-44,White,Ethnicity Not Available,Male,1
161.0,115000.0,120.0,4,1,2,2,42,79.919,435000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
83.0,295000.0,360.0,1,1,1,2,46,80.0,365000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
100.0,225000.0,360.0,1,1,1,2,30%-<36%,84.999,265000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
140.0,405000.0,360.0,1,3,1,2,41,95.0,415000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
111.0,305000.0,360.0,1,2,1,2,42,96.5,315000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Male,1
157.0,305000.0,,4,1,2,2,47,92.131,655000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Joint,0
356.0,755000.0,360.0,1,1,1,2,30%-<36%,78.467,955000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
179.0,355000.0,360.0,1,1,1,2,36,64.815,545000.0,1,1,1,1,2,2,35-44,Joint,Not Hispanic or Latino,Joint,0
173.0,425000.0,360.0,1,3,1,2,37,100.0,415000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
132.0,15000.0,360.0,1,1,2,2,47,100.7,405000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
224.0,465000.0,360.0,1,3,1,2,41,100.0,465000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,0
201.0,245000.0,180.0,32,1,1,2,48,80.0,315000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
118.0,655000.0,360.0,1,1,1,2,47,88.435,735000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
70.0,185000.0,360.0,1,2,1,2,46,96.5,185000.0,1,1,1,1,2,2,25-34,Black or African American,Hispanic or Latino,Male,1
75.0,215000.0,360.0,1,1,1,2,20%-<30%,90.0,235000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
51.0,215000.0,360.0,1,3,1,2,45,100.0,215000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
155.0,205000.0,360.0,1,1,1,2,39,90.0,225000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
192.0,515000.0,360.0,1,1,1,2,50%-60%,90.0,565000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Joint,1
88.0,405000.0,360.0,1,1,1,1,48,91.58,435000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
256.0,275000.0,180.0,1,1,1,2,20%-<30%,52.83,535000.0,1,1,1,1,2,2,35-44,American Indian or Alaska Native,Not Hispanic or Latino,Joint,1
96.0,175000.0,276.0,1,1,1,2,30%-<36%,,175000.0,1,2,1,1,2,2,55-64,Race Not Available,Hispanic or Latino,Joint,0
306.0,915000.0,360.0,1,1,1,1,42,60.07,1515000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
231.0,205000.0,360.0,32,1,1,2,49,25.0,805000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
154.0,55000.0,120.0,2,1,2,2,36,66.289,405000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
96.0,255000.0,360.0,31,2,1,2,42,69.239,355000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
68.0,195000.0,360.0,1,3,1,2,47,,195000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
73.0,325000.0,360.0,1,2,1,2,46,96.5,325000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Female,1
278.0,465000.0,360.0,32,1,1,2,37,80.0,585000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
77.0,275000.0,360.0,1,1,1,2,49,80.0,345000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
348.0,985000.0,360.0,1,1,1,2,41,80.0,1225000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
130.0,405000.0,360.0,1,1,1,2,36,81.1,505000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
77.0,185000.0,360.0,32,1,1,2,42,70.0,265000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
85.0,325000.0,360.0,1,3,1,2,36,100.0,325000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
88.0,265000.0,360.0,1,1,1,2,37,97.0,275000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
71.0,85000.0,240.0,31,1,1,2,20%-<30%,60.541,185000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
60.0,255000.0,300.0,1,1,1,2,>60%,,255000.0,1,2,1,1,2,2,<25,Black or African American,Not Hispanic or Latino,Male,0
38.0,45000.0,,4,1,2,2,>60%,69.988,325000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
55.0,35000.0,240.0,1,1,1,2,30%-<36%,,,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
