income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
67.0,255000.0,360.0,1,2,1,2,50%-60%,96.5,255000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Joint,1
172.0,375000.0,360.0,1,1,1,2,37,95.0,395000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
66.0,55000.0,240.0,32,1,2,2,36,71.78,285000.0,1,1,1,1,2,2,55-64,White,Hispanic or Latino,Male,1
75.0,325000.0,360.0,32,1,1,2,48,46.034,705000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
80.0,45000.0,120.0,31,1,2,2,41,56.158,545000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
25.0,65000.0,360.0,4,2,1,2,20%-<30%,85.0,75000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,0
51.0,175000.0,300.0,1,1,1,2,37,94.534,,1,2,1,2,2,2,<25,White,Not Hispanic or Latino,Female,0
116.0,155000.0,360.0,31,1,1,2,42,18.072,835000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
54.0,425000.0,360.0,2,1,1,2,39,70.0,605000.0,3,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
69.0,5000.0,120.0,1,1,2,2,45,99.377,145000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,0
116.0,315000.0,360.0,1,2,1,2,50%-60%,93.0,335000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
254.0,15000.0,120.0,2,1,2,2,20%-<30%,117.224,325000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
79.0,255000.0,360.0,32,1,1,2,30%-<36%,62.963,405000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
195.0,125000.0,240.0,32,1,2,2,39,81.424,735000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,0
456.0,235000.0,360.0,32,1,1,2,30%-<36%,55.476,425000.0,1,1,1,1,1,2,>74,White,Not Hispanic or Latino,Female,1
169.0,135000.0,360.0,32,1,1,2,30%-<36%,58.174,235000.0,3,1,1,1,2,2,>74,Black or African American,Not Hispanic or Latino,Female,0
58.0,115000.0,360.0,32,1,1,2,47,29.024,415000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
75.0,195000.0,360.0,1,1,1,2,20%-<30%,99.91,205000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
77.0,385000.0,360.0,1,1,1,2,49,95.0,405000.0,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
102.0,355000.0,360.0,1,3,1,2,42,100.0,355000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
78.0,125000.0,360.0,32,2,1,2,50%-60%,78.298,235000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
88.0,465000.0,360.0,32,3,1,2,48,97.5,485000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Joint,1
56.0,255000.0,360.0,1,1,1,2,37,82.372,315000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Female,1
82.0,15000.0,360.0,1,1,2,2,43,99.7875,325000.0,1,1,1,1,1,2,25-34,Joint,Joint,Joint,1
160.0,35000.0,,4,1,1,2,30%-<36%,8.333,425000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,0
0.0,105000.0,300.0,1,1,1,2,>60%,,105000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
198.0,625000.0,360.0,1,2,1,2,48,95.0,655000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
143.0,395000.0,180.0,32,1,1,2,36,46.23,855000.0,1,1,2,1,2,2,45-54,Race Not Available,Hispanic or Latino,Joint,1
212.0,565000.0,360.0,1,1,1,1,30%-<36%,70.0,805000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
155.0,575000.0,360.0,1,1,1,2,30%-<36%,80.0,725000.0,1,1,1,1,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
51.0,145000.0,360.0,1,1,1,2,37,90.0,165000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
72.0,285000.0,360.0,1,3,1,2,50%-60%,100.0,285000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
92.0,125000.0,240.0,32,1,2,2,43,65.72,355000.0,1,1,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Male,1
222.0,225000.0,300.0,4,1,2,2,44,67.994,1735000.0,1,1,1,1,1,2,55-64,White,Not Hispanic or Latino,Male,0
90.0,25000.0,84.0,4,1,2,2,37,75.794,465000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
92.0,345000.0,360.0,1,1,1,2,49,74.99,465000.0,1,1,1,1,2,2,45-54,American Indian or Alaska Native,Not Hispanic or Latino,Male,1
110.0,345000.0,360.0,1,2,1,2,37,100.5,345000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,0
330.0,735000.0,360.0,1,1,1,1,20%-<30%,85.0,855000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
40.0,105000.0,360.0,1,2,1,2,41,99.0,125000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
163.0,575000.0,360.0,1,1,1,2,48,95.0,615000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
34.0,215000.0,360.0,1,1,1,2,>60%,103.25,205000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
88.0,375000.0,360.0,1,1,1,2,48,80.0,475000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
221.0,395000.0,360.0,1,1,1,2,<20%,80.0,495000.0,1,1,1,2,2,2,45-54,Joint,Not Hispanic or Latino,Joint,1
75.0,235000.0,360.0,1,1,1,1,36,97.0,245000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
33.0,55000.0,120.0,31,1,1,2,30%-<36%,73.75,85000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
,305000.0,360.0,32,1,1,2,,,,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,0
464.0,485000.0,180.0,1,1,1,2,20%-<30%,90.0,545000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Female,1
136.0,395000.0,360.0,1,1,1,2,38,95.0,425000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
94.0,265000.0,360.0,1,2,1,2,47,96.5,265000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,1
93.0,175000.0,360.0,1,1,1,2,44,30.1,575000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Female,1
14.0,45000.0,360.0,32,3,1,2,46,20.0,235000.0,1,1,1,1,2,2,>74,White,Ethnicity Not Available,Male,0
104.0,115000.0,180.0,4,1,2,2,>60%,64.841,285000.0,1,1,1,1,2,2,65-74,Asian,Not Hispanic or Latino,Male,1
123.0,505000.0,360.0,1,3,1,2,50%-60%,,505000.0,1,1,1,1,2,2,35-44,White,Joint,Joint,1
75.0,105000.0,360.0,4,1,1,2,30%-<36%,31.82,335000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,0
52.0,45000.0,360.0,32,1,1,2,20%-<30%,60.606,65000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,0
57.0,205000.0,360.0,32,3,1,2,50%-60%,79.615,265000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
187.0,505000.0,360.0,1,1,1,1,44,80.0,635000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
74.0,185000.0,360.0,1,1,1,2,30%-<36%,36.275,515000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Female,1
138.0,505000.0,360.0,32,2,1,2,50%-60%,81.4,625000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
134.0,255000.0,360.0,1,1,1,2,<20%,80.0,315000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
106.0,235000.0,360.0,1,3,1,2,30%-<36%,95.0,245000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
115.0,215000.0,360.0,1,1,1,2,<20%,65.625,325000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
33.0,125000.0,360.0,32,2,1,2,40,59.665,215000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
162.0,365000.0,360.0,32,1,1,2,37,80.0,455000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
88.0,35000.0,144.0,2,1,2,2,<20%,39.62,235000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
96.0,35000.0,180.0,2,1,2,2,43,116.787,195000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
40.0,195000.0,360.0,1,1,1,2,48,50.649,385000.0,1,1,1,1,2,2,55-64,White,Hispanic or Latino,Female,0
142.0,45000.0,360.0,4,1,2,2,37,71.97,535000.0,2,1,1,1,2,2,35-44,White,Hispanic or Latino,Joint,0
143.0,395000.0,360.0,1,1,1,2,20%-<30%,93.007,425000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
308.0,475000.0,360.0,1,1,1,2,20%-<30%,80.0,595000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
162.0,105000.0,240.0,32,1,2,2,30%-<36%,58.0,565000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
78.0,205000.0,360.0,1,1,1,2,42,50.617,405000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
184.0,405000.0,360.0,1,1,1,2,<20%,80.0,505000.0,1,1,1,1,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
62.0,145000.0,360.0,1,1,1,2,43,88.999,165000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
58.0,185000.0,360.0,1,2,1,2,39,100.0,185000.0,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
275.0,365000.0,360.0,1,2,1,2,<20%,90.0,405000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
42.0,175000.0,360.0,1,2,1,2,50%-60%,96.5,185000.0,1,1,1,1,2,2,55-64,Black or African American,Ethnicity Not Available,Female,1
80.0,435000.0,360.0,1,1,1,2,47,80.0,545000.0,1,1,1,1,2,2,<25,Asian,Not Hispanic or Latino,Female,1
129.0,415000.0,360.0,1,3,1,2,37,,415000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Joint,1
57.0,115000.0,360.0,1,1,1,2,20%-<30%,95.0,125000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
356.0,615000.0,360.0,1,1,1,2,20%-<30%,75.0,825000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
610.0,1875000.0,360.0,1,1,1,1,38,76.54,2455000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
104.0,375000.0,360.0,1,3,1,2,20%-<30%,100.0,365000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
228.0,615000.0,360.0,1,1,1,2,20%-<30%,80.0,765000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
,175000.0,360.0,1,1,1,1,30%-<36%,66.148,255000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
219.0,305000.0,360.0,1,1,1,2,30%-<36%,74.0,415000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
68.0,325000.0,360.0,1,2,1,2,50%-60%,96.5,325000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
37.0,35000.0,60.0,32,1,2,2,20%-<30%,75.103,75000.0,1,2,1,1,2,1,45-54,White,Not Hispanic or Latino,Joint,1
26.0,65000.0,360.0,1,1,1,2,43,30.0,215000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Male,1
91.0,265000.0,360.0,1,2,1,2,37,90.0,295000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
62.0,85000.0,360.0,1,1,1,2,45,97.0,95000.0,1,1,1,1,2,2,45-54,White,Joint,Joint,1
39.0,105000.0,360.0,1,2,1,2,49,96.5,115000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
86.0,305000.0,360.0,1,2,1,2,50%-60%,100.427,305000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Female,1
221.0,875000.0,360.0,1,1,1,2,44,79.64,1105000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
65.0,45000.0,360.0,4,1,2,2,<20%,74.286,,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
74.0,25000.0,180.0,4,1,2,2,40,48.71,515000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
332.0,1115000.0,360.0,31,1,1,2,20%-<30%,37.043,3005000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,0
60.0,145000.0,360.0,4,1,1,2,39,80.0,185000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
199.0,125000.0,360.0,4,1,2,2,40,76.658,775000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
194.0,305000.0,360.0,1,3,1,2,40,,305000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
44.0,175000.0,360.0,31,1,1,2,49,63.764,265000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Female,1
89.0,415000.0,360.0,1,2,1,1,50%-60%,96.0,425000.0,1,2,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
96.0,405000.0,360.0,1,2,1,2,42,90.0,445000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Female,1
72.0,375000.0,360.0,1,1,1,2,50%-60%,95.0,395000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
178.0,405000.0,360.0,1,1,1,2,43,75.79,535000.0,1,1,1,1,1,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,0
29.0,65000.0,276.0,1,1,1,2,>60%,,65000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,0
127.0,625000.0,360.0,1,3,1,2,>60%,95.0,655000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
135.0,95000.0,15.0,2,1,2,2,41,66.92,395000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
46.0,235000.0,360.0,1,3,1,2,47,100.0,225000.0,1,2,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
60.0,225000.0,360.0,1,3,1,2,48,100.0,215000.0,1,1,1,1,2,2,<25,2 or more minority races,Not Hispanic or Latino,Male,1
0.0,165000.0,360.0,1,1,1,2,>60%,80.0,205000.0,1,2,1,1,2,2,45-54,American Indian or Alaska Native,Hispanic or Latino,Male,0
113.0,375000.0,360.0,1,1,1,2,50%-60%,95.0,385000.0,1,1,1,1,2,2,55-64,Race Not Available,Hispanic or Latino,Joint,0
81.0,335000.0,360.0,1,2,1,2,50%-60%,96.5,335000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
104.0,95000.0,360.0,1,1,1,2,<20%,34.545,275000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,1
61.0,165000.0,360.0,1,3,1,2,30%-<36%,,175000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
191.0,545000.0,360.0,1,1,1,2,39,94.987,575000.0,1,1,1,2,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
58.0,295000.0,360.0,1,2,1,2,50%-60%,96.5,305000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
88.0,225000.0,360.0,32,2,1,2,30%-<36%,80.0,275000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Female,1
27.0,115000.0,360.0,1,1,1,2,>60%,95.0,125000.0,1,1,2,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
75.0,185000.0,360.0,1,1,1,2,30%-<36%,80.0,225000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
78.0,355000.0,360.0,1,1,1,2,42,97.0,365000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,1
164.0,675000.0,360.0,1,1,1,2,48,95.0,715000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,1
545.0,855000.0,360.0,31,1,1,2,45,54.0,1605000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
55.0,275000.0,360.0,1,2,1,2,50%-60%,96.5,275000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
50.0,5000.0,120.0,1,1,2,2,40,101.5,185000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
215.0,685000.0,360.0,1,1,1,2,>60%,80.0,855000.0,1,1,1,1,2,2,25-34,Race Not Available,Not Hispanic or Latino,Sex Not Available,0
100.0,355000.0,360.0,1,1,1,2,49,80.0,445000.0,1,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Joint,1
45.0,65000.0,240.0,1,1,1,2,20%-<30%,,65000.0,1,2,1,1,2,2,<25,Race Not Available,Hispanic or Latino,Female,0
101.0,475000.0,360.0,1,1,1,2,42,95.0,505000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Joint,1
0.0,175000.0,300.0,1,1,1,2,>60%,,205000.0,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,0
152.0,355000.0,360.0,1,1,1,2,38,95.0,375000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
84.0,325000.0,360.0,1,1,1,2,45,95.0,335000.0,1,1,1,1,2,2,55-64,Joint,Not Hispanic or Latino,Joint,0
119.0,65000.0,360.0,1,1,1,2,43,47.0,145000.0,2,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
38.0,45000.0,240.0,32,1,1,2,30%-<36%,40.517,115000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,0
366.0,765000.0,360.0,1,1,1,1,<20%,85.0,915000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
260.0,135000.0,,2,1,2,2,36,102.797,505000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
131.0,35000.0,360.0,2,1,2,2,38,65.981,925000.0,1,1,1,1,2,2,55-64,American Indian or Alaska Native,Joint,Male,1
49.0,195000.0,360.0,1,1,1,2,44,90.0,215000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
250.0,255000.0,,2,1,2,2,43,80.422,705000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,0
416.0,605000.0,360.0,1,1,1,2,<20%,60.0,1005000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
270.0,665000.0,360.0,1,1,1,2,42,80.0,825000.0,2,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
92.0,415000.0,360.0,1,3,1,2,50%-60%,100.0,415000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
177.0,495000.0,360.0,1,1,1,2,40,80.0,625000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
91.0,155000.0,180.0,31,1,1,2,30%-<36%,48.0,325000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
265.0,945000.0,360.0,1,1,1,2,38,80.0,1175000.0,1,1,1,2,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,1
202.0,555000.0,360.0,1,2,1,2,50%-60%,87.768,625000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,0
58.0,165000.0,360.0,1,1,1,2,30%-<36%,95.0,175000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
75.0,135000.0,360.0,32,2,1,2,36,58.7,235000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
89.0,455000.0,342.0,1,3,1,2,50%-60%,85.762,525000.0,1,1,1,1,2,2,55-64,White,Joint,Joint,1
143.0,235000.0,360.0,1,2,1,2,48,96.5,245000.0,1,2,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
55.0,105000.0,360.0,1,4,1,2,41,94.752,115000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
54.0,115000.0,240.0,1,1,1,2,40,80.0,145000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
483.0,905000.0,360.0,1,1,1,2,38,90.0,1005000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
75.0,195000.0,360.0,1,1,1,2,49,90.0,215000.0,1,2,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
44.0,105000.0,255.0,1,1,1,2,43,,105000.0,1,2,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,1
72.0,195000.0,360.0,1,1,1,2,20%-<30%,90.0,225000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
86.0,25000.0,144.0,2,1,2,2,42,36.0,205000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
58.0,55000.0,120.0,2,1,2,2,40,46.5,325000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
327.0,935000.0,360.0,1,1,1,2,40,60.0,1555000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
150.0,75000.0,240.0,2,1,2,2,30%-<36%,64.695,,1,1,1,2,2,2,>74,White,Not Hispanic or Latino,Male,0
192.0,565000.0,360.0,1,1,1,2,30%-<36%,95.0,595000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
56.0,265000.0,360.0,1,1,1,2,45,95.0,285000.0,1,2,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
99.0,285000.0,360.0,1,2,1,2,45,96.5,285000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
211.0,195000.0,360.0,1,1,1,2,20%-<30%,90.0,215000.0,2,1,1,2,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,1
149.0,675000.0,360.0,1,2,1,2,50%-60%,96.5,695000.0,1,1,2,2,2,2,<25,White,Hispanic or Latino,Female,1
29.0,65000.0,240.0,1,1,1,2,>60%,,75000.0,1,2,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,0
109.0,395000.0,360.0,1,2,1,2,30%-<36%,96.5,405000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Male,0
86.0,125000.0,300.0,2,1,1,2,20%-<30%,69.16,175000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Male,1
349.0,845000.0,360.0,31,1,1,2,30%-<36%,80.0,1055000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,0
49.0,75000.0,276.0,1,1,1,2,41,,75000.0,1,2,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Female,0
55.0,225000.0,360.0,1,1,1,2,49,80.0,285000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
97.0,405000.0,360.0,1,2,1,2,50%-60%,90.0,445000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,1
180.0,725000.0,360.0,1,1,1,2,50%-60%,85.44,855000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
56.0,215000.0,360.0,31,1,1,2,>60%,81.559,265000.0,1,1,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Joint,0
174.0,715000.0,360.0,1,3,1,2,42,100.0,695000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
68.0,275000.0,360.0,1,1,1,2,43,80.0,345000.0,1,1,1,1,2,2,<25,Black or African American,Not Hispanic or Latino,Male,0
140.0,285000.0,360.0,1,1,1,2,20%-<30%,80.0,355000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
73.0,205000.0,360.0,1,1,1,2,20%-<30%,80.0,255000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Joint,1
43.0,185000.0,360.0,1,1,1,2,46,97.0,185000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Female,1
182.0,555000.0,360.0,1,1,1,2,45,73.333,755000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
55.0,145000.0,360.0,1,2,1,2,41,96.5,145000.0,1,1,2,1,2,2,45-54,White,Hispanic or Latino,Male,0
73.0,65000.0,276.0,1,1,1,2,>60%,,,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,0
66.0,235000.0,360.0,1,1,1,2,40,96.99,245000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
62.0,45000.0,,31,1,2,2,>60%,32.115,505000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
50.0,135000.0,300.0,1,1,1,2,39,,135000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,0
110.0,475000.0,360.0,1,1,1,2,42,95.0,495000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
59.0,175000.0,360.0,1,2,1,2,45,101.5,185000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
164.0,595000.0,360.0,31,1,1,2,42,70.0,855000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Joint,1
207.0,495000.0,360.0,1,2,1,2,50%-60%,92.0,535000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
372.0,795000.0,360.0,1,1,1,2,42,80.0,995000.0,1,1,1,2,2,2,55-64,White,Hispanic or Latino,Male,1
190.0,335000.0,360.0,1,1,1,2,30%-<36%,95.0,355000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Joint,1
222.0,535000.0,360.0,1,2,1,2,48,88.85,655000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
514.0,645000.0,360.0,1,1,1,2,30%-<36%,95.0,675000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
107.0,345000.0,360.0,1,2,1,2,47,105.481,345000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Joint,1
73.0,215000.0,360.0,1,2,1,2,50%-60%,96.5,225000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Female,1
88.0,15000.0,120.0,1,1,1,2,<20%,3.5,475000.0,1,1,2,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,0
38.0,105000.0,360.0,1,1,1,2,30%-<36%,96.804,105000.0,1,1,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Male,1
93.0,155000.0,360.0,1,1,1,2,46,32.27,485000.0,1,1,1,2,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
